Timestamp,Age,Gender,Occupation,Home State,Language,School (If college student),Program enrolled,Factors affecting mental health,Areas of mental health concerns,"Escape Hours: Your Safe Space
A place where little things bring you peace, joy, comfort, helps to recharge, and find happiness.",What's your mental health status?,How would you scale your sensitivity?,"If you鈥檙e not feeling happy, or if you鈥檙e feeling low, what do you think is the biggest key reason behind it?","When you鈥檙e going through tough moments, what kind of comfort or support do you wish for from others?","Have you ever consulted a doctor that you鈥檙e dealing with a mental health issue? If yes, did you take help of medication or professional guidance?",How did you look after yourself and your mental health?,What do you feel now or what's your point of view about life when you have overcome your depressed phase?,If you have faced panic attacks/anxiety attack/other depression symptoms how you have faced it?,Do you find it easy to share your emotions and feelings with others?,If you have used AI platforms to share breakdown moments how did it respond?,"Compared to talking with friends, family, or professionals, how effective do you find AI in providing mental health support?","To what extent do you find AI helpful in managing stress, anxiety, or overall mental health?","If you have experienced bias in AI responses (e.g., stereotypes, insensitive replies based on your gender), please describe it briefly.",What improvement/what way AI should have responded to reach your emotions and thoughts?,Few words you would like to share which might help and encourage others
2025/10/05 23:16 pm GMT+5:30,35,Male,Student,Assam,English,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.COM,Family;Love;Culture;Academic;Health,Sleep;Phobias;Anger;Depression,Sleep,5,3,Academic,Guidance,No,Sleep,Better,Breath,Maybe,Neutral,Somewhat effective,Somewhat helpful,Insensitive,Human touch,Hope
2025/10/02 17:57 pm GMT+5:30,19,Female,Student,Delhi,Tamil,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,M.SC BIOTECHNOLOGY,Societal;Work;Physical;Finance;Media,Self harm;Panic;PTSD,Meditation,2,2,Stress,Guidance,Consulted doctor,Sleep,Strong,Cry,No,Very positively,Much Less effective,Neutral,Insensitive,Listen,Talk
2025/10/27 13:16 pm GMT+5:30,39,Female,Student,Kerala,Kannada,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,LLM,Love,Depression;Panic,Pets,7,1,Loneliness,Space,No,Exercise,Strong,Sleep,Yes,Negatively,Somewhat effective,Not very helpful,Neutral,Listen,Be strong
2025/10/05 17:22 pm GMT+5:30,16,Male,Student,Karnataka,Kannada,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.COM,Culture;Discrimination,Esteem;Stress;Self harm;Panic,Movies,8,5,Family,Care,Consulted doctor,Sleep,Happy,Breath,Yes,Positively,Less effective,Neutral,Stereotype,Empathy,Stay positive
2025/10/15 09:46 pm GMT+5:30,18,Female,Student,Rajasthan,Bengali,SCHOOL OF HEALTH AND MEDICAL SCIENCES,M.SC BIOTECHNOLOGY,Physical;Finance,Esteem;Anxiety;Depression;Loneliness;PTSD,Books,7,4,Family,Help,Medication,Exercise,Normal,Breath,No,Negatively,Same,Neutral,Too formal,Human touch,Hope
2025/10/21 18:30 pm GMT+5:30,17,Other,Others,West Bengal,Bengali,Not applicable,NA,Culture;Work;Societal;Academic;Friendship,OCD;Sleep;Stress;Self harm;Bipolar,Friends,7,5,Family,Care,Consulted doctor,Meditate,Happy,Exercise,Yes,Negatively,Much more effective,Somewhat helpful,Gender bias,Empathy,Hope
2025/10/15 09:42 pm GMT+5:30,23,Female,Others,Delhi,Kannada,Not applicable,NA,Media,Phobias,Art,2,5,Academic,Guidance,Medication,Sleep,Better,Ignore,Maybe,Negatively,Same,Extremely helpful,Gender bias,Personalcare,You matter
2025/10/30 13:47 pm GMT+5:30,44,Male,Student,West Bengal,Gujarati,SCHOOL OF BASIC AND APPLIED SCIENCES,MBA,Finance;Discrimination;Friendship;Physical,Panic,Meditation,2,2,Stress,Guidance,Medication,Exercise,Better,Talk,Maybe,Neutral,Somewhat effective,Not at all helpful,Insensitive,Empathy,Stay calm
2025/10/05 05:15 pm GMT+5:30,35,Male,Student,Kerala,Gujarati,Not applicable,M.SC BIOTECHNOLOGY,Physical;Societal;Media;Love;Discrimination,Self harm;PTSD;Loneliness,Nature,5,2,Family,Help,No,Read,Strong,Exercise,Maybe,Neutral,Same,Extremely helpful,Neutral,Support,Seek help
2025/10/04 13:30 pm GMT+5:30,38,Male,Student,Kerala,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Finance,Loneliness,Pets,7,3,Loneliness,Care,Consulted doctor,Art,Happy,Talk,Yes,Very positively,Less effective,Somewhat helpful,Gender bias,Human touch,Seek help
2025/10/19 16:23 pm GMT+5:30,40,Female,Student,Bihar,Gujarati,SCHOOL OF ENGINEERING AND TECHNOLOGY,M.SC BIOTECHNOLOGY,Physical,Esteem,Movies,7,2,Family,Care,Medication,Art,Strong,Talk,No,Very negatively,Much Less effective,Extremely helpful,Neutral,Human touch,Be strong
2025/10/26 20:25 pm GMT+5:30,17,Other,Student,Rajasthan,Tamil,SCHOOL OF ENGINEERING AND TECHNOLOGY,LLM,Freedom;Academic;Health;Discrimination,Depression;Esteem;Loneliness;Sleep;Anxiety,Sleep,5,2,Academic,Listen,No,Sleep,Hope,Breath,Maybe,Very negatively,Less effective,Extremely helpful,Too formal,Empathy,Seek help
2025/10/25 18:41 pm GMT+5:30,19,Other,Others,Kerala,Odia,Not applicable,NA,Friendship,Self harm;Depression,Music,5,5,Family,Space,Medication,Talk,Happy,Cry,No,Very positively,Same,Extremely helpful,Neutral,Human touch,Seek help
2025/10/12 01:55 pm GMT+5:30,31,Female,Others,Kerala,Kannada,Not applicable,NA,Discrimination;Health;Culture;Physical;Work,Panic,Art,10,2,Family,Listen,No,Meditate,Strong,Exercise,Yes,Positively,Somewhat effective,Not at all helpful,Neutral,Personalcare,Stay calm
2025/10/18 01:18 pm GMT+5:30,12,Male,Others,Kerala,Gujarati,Not applicable,NA,Societal;Freedom,Anger;Anxiety,Exercise,7,2,Loneliness,Space,Consulted doctor,Read,Normal,Cry,Maybe,Positively,Somewhat effective,Neutral,Stereotype,Personalcare,Seek help
2025/10/19 07:33 pm GMT+5:30,34,Female,Student,Karnataka,Hindi,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.COM,Work;Media,Sleep;Phobias;Self harm;Bipolar;Loneliness,Music,5,3,Stress,Help,Consulted doctor,Art,Strong,Ignore,No,Very negatively,Much more effective,Neutral,Stereotype,Understand,Stay calm
2025/10/27 19:37 pm GMT+5:30,40,Female,Student,Rajasthan,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Freedom;Culture;Family;Discrimination;Media,Panic;Anxiety,Friends,7,1,Stress,Space,No,Read,Strong,Breath,Yes,Very negatively,Somewhat effective,Somewhat helpful,None,Personalcare,Stay calm
2025/10/20 17:16 pm GMT+5:30,12,Female,Student,Tamil Nadu,Bengali,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.SC FORENSIC SCIENCE,Family,Loneliness;Anxiety,Movies,5,5,Health,Listen,No,Read,Hope,Talk,No,Negatively,Much more effective,Somewhat helpful,Insensitive,Empathy,Be strong
2025/10/01 05:47 pm GMT+5:30,30,Female,Student,West Bengal,Assamese,SCHOOL OF BASIC AND APPLIED SCIENCES,B. TECH COMPUTER SCIENCE ENGINEERING,Family,Anxiety,Music,9,2,Health,Care,Consulted doctor,Art,Happy,Sleep,Maybe,Negatively,Less effective,Neutral,None,Support,Talk
2025/10/26 14:17 pm GMT+5:30,35,Female,Student,Bihar,Hindi,SCHOOL OF HEALTH AND MEDICAL SCIENCES,MBA,Work;Media;Finance,Depression;Panic;Esteem;Sleep,Sleep,7,4,Health,Care,Consulted doctor,Meditate,Improved,Sleep,No,Neutral,Somewhat effective,Extremely helpful,Insensitive,Support,Seek help
2025/10/19 16:36 pm GMT+5:30,40,Male,Others,West Bengal,Malayalam,Not applicable,NA,Love;Societal;Work;Academic,OCD;Bipolar;PTSD;Self harm,Pets,5,5,Finance,Help,Consulted doctor,Exercise,Normal,Sleep,Maybe,Very positively,Less effective,Not very helpful,Neutral,Understand,Talk
2025/10/29 04:18 pm GMT+5:30,13,Male,Student,Kerala,Tamil,SCHOOL OF HEALTH AND MEDICAL SCIENCES,B.SC PSYCHOLOGY,Finance;Societal,Anxiety;Stress;PTSD;Bipolar;Phobias,Friends,8,1,Loneliness,Listen,Medication,Music,Normal,Talk,Yes,Very negatively,Less effective,Extremely helpful,Gender bias,Support,Be strong
2025/10/14 13:52 pm GMT+5:30,38,Other,Student,Bihar,Kannada,SCHOOL OF HEALTH AND MEDICAL SCIENCES,MBA,Societal;Culture;Friendship,Bipolar;Esteem;Sleep,Friends,6,2,Stress,Space,Medication,Exercise,Normal,Meditate,No,Neutral,Much Less effective,Neutral,Gender bias,Personalcare,Hope
2025/10/03 23:23 pm GMT+5:30,14,Female,Student,Maharashtra,Punjabi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,Culture,Phobias;Bipolar;OCD;Anger,Art,7,3,Family,Guidance,Medication,Read,Normal,Talk,Yes,Neutral,Less effective,Extremely helpful,None,Support,Stay calm
2025/10/17 23:40 pm GMT+5:30,26,Female,Student,Delhi,Kannada,SCHOOL OF BUSINESS,B.SC BIOTECHNOLOGY,Health;Love;Culture;Finance,Anger;Depression,Sleep,2,4,Stress,Guidance,Medication,Music,Happy,Exercise,No,Very negatively,Much Less effective,Not at all helpful,Neutral,Empathy,Seek help
2025/10/29 16:29 pm GMT+5:30,23,Female,Others,Delhi,Malayalam,Not applicable,NA,Love;Health,Stress;Sleep;Self harm;Panic;Depression,Nature,7,3,Stress,Space,Medication,Art,Better,Meditate,No,Very negatively,Less effective,Not very helpful,Insensitive,Empathy,Be strong
2025/10/19 18:54 pm GMT+5:30,14,Female,Student,Tamil Nadu,Assamese,SCHOOL OF BASIC AND APPLIED SCIENCES,M.SC BIOTECHNOLOGY,Freedom;Culture,Stress;Depression;Anxiety;Bipolar;PTSD,Exercise,2,5,Family,Care,No,Music,Better,Cry,Maybe,Very negatively,Less effective,Not at all helpful,Neutral,Understand,Be strong
2025/10/28 16:18 pm GMT+5:30,31,Other,Others,Rajasthan,Gujarati,Not applicable,NA,Friendship;Work;Physical;Finance;Academic,Stress,Sleep,7,1,Stress,Help,Consulted doctor,Talk,Strong,Meditate,Yes,Neutral,Less effective,Not very helpful,Gender bias,Personalcare,Stay calm
2025/10/11 17:17 pm GMT+5:30,16,Other,Student,Karnataka,Assamese,SCHOOL OF BASIC AND APPLIED SCIENCES,BCA,Societal;Finance;Discrimination;Academic,Depression,Art,2,2,Health,Care,No,Art,Strong,Breath,Maybe,Very positively,Less effective,Not very helpful,Too formal,Human touch,Talk
2025/10/18 15:56 pm GMT+5:30,19,Female,Student,Rajasthan,Gujarati,Not applicable,M.SC BIOTECHNOLOGY,Family;Friendship;Love,Stress;Self harm;Phobias,Sleep,5,4,Academic,Care,Medication,Read,Better,Cry,Maybe,Neutral,Much more effective,Not at all helpful,Stereotype,Personalcare,Seek help
2025/10/25 03:10 pm GMT+5:30,23,Female,Others,Rajasthan,Kannada,Not applicable,NA,Physical;Finance;Love;Media,Sleep,Exercise,1,3,Loneliness,Care,Medication,Meditate,Improved,Exercise,Maybe,Very negatively,Much Less effective,Extremely helpful,Neutral,Human touch,You matter
2025/10/23 14:49 pm GMT+5:30,26,Female,Student,Gujarat,Odia,SCHOOL OF MEDIA AND COMMUNICATION,LLM,Discrimination,Phobias;Sleep;Self harm;OCD,Sleep,4,5,Academic,Space,Consulted doctor,Exercise,Improved,Ignore,Yes,Positively,Somewhat effective,Neutral,Gender bias,Personalcare,Stay positive
2025/10/19 21:14 pm GMT+5:30,12,Female,Student,Assam,Malayalam,SCHOOL OF ENGINEERING AND TECHNOLOGY,BCA,Family;Love;Discrimination;Health,Loneliness;Anxiety,Friends,2,3,Health,Listen,Medication,Music,Strong,Sleep,No,Very positively,Much Less effective,Not at all helpful,Neutral,Personalcare,Seek help
2025/10/16 10:48 pm GMT+5:30,39,Female,Student,Assam,Hindi,SCHOOL OF BUSINESS,B.SC PSYCHOLOGY,Family;Physical;Culture;Academic;Finance,Anger;Stress;Esteem,Friends,7,3,Health,Space,No,Read,Hope,Cry,Yes,Very negatively,Less effective,Neutral,Neutral,Empathy,Seek help
2025/10/15 18:34 pm GMT+5:30,42,Female,Others,Gujarat,Gujarati,Not applicable,NA,Physical;Culture;Family,Panic;Stress,Movies,2,4,Finance,Help,Consulted doctor,Exercise,Normal,Breath,Maybe,Positively,Much Less effective,Somewhat helpful,Too formal,Empathy,Be strong
2025/10/22 19:25 pm GMT+5:30,24,Female,Others,Gujarat,Kannada,Not applicable,NA,Discrimination;Culture;Physical;Family,Bipolar;Depression;Sleep,Exercise,7,5,Loneliness,Space,Consulted doctor,Sleep,Strong,Exercise,Maybe,Positively,Less effective,Extremely helpful,Gender bias,Understand,Stay calm
2025/10/23 17:49 pm GMT+5:30,36,Female,Student,Bihar,English,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC PSYCHOLOGY,Culture;Finance,Loneliness;OCD;Anxiety,Sleep,2,1,Family,Space,Medication,Meditate,Normal,Cry,Yes,Very positively,Much more effective,Not at all helpful,Gender bias,Personalcare,You matter
2025/10/17 03:25 pm GMT+5:30,15,Female,Student,Tamil Nadu,Gujarati,SCHOOL OF BUSINESS,MBA,Societal;Family,Phobias;Bipolar;Loneliness;Self harm;Esteem,Meditation,7,3,Stress,Help,Medication,Art,Happy,Exercise,Yes,Very negatively,Same,Somewhat helpful,Too formal,Personalcare,Stay calm
2025/10/20 08:50 pm GMT+5:30,39,Female,Student,Maharashtra,Bengali,SCHOOL OF HEALTH AND MEDICAL SCIENCES,M.SC BIOTECHNOLOGY,Academic;Culture,Anxiety;OCD;Panic;Stress,Nature,5,5,Academic,Care,Medication,Exercise,Normal,Talk,Maybe,Very negatively,Somewhat effective,Neutral,Stereotype,Personalcare,Stay calm
2025/10/11 22:10 pm GMT+5:30,22,Male,Student,Maharashtra,Hindi,SCHOOL OF BUSINESS,BBA,Physical;Discrimination;Love;Freedom;Academic,Stress;Anxiety,Pets,1,4,Academic,Help,Consulted doctor,Exercise,Better,Talk,Maybe,Positively,Much Less effective,Extremely helpful,None,Empathy,Stay positive
2025/10/11 12:40 pm GMT+5:30,20,Male,Others,Assam,Gujarati,Not applicable,NA,Work;Health;Discrimination;Love;Freedom,Sleep;Self harm,Music,4,5,Loneliness,Care,Medication,Sleep,Happy,Exercise,No,Very positively,Same,Not at all helpful,Gender bias,Understand,You matter
2025/10/11 10:48 pm GMT+5:30,23,Female,Student,Tamil Nadu,Malayalam,SCHOOL OF BUSINESS,B. TECH COMPUTER SCIENCE ENGINEERING,Love;Culture;Societal;Friendship,OCD,Sleep,1,4,Academic,Help,Consulted doctor,Meditate,Strong,Sleep,Yes,Very negatively,Much Less effective,Neutral,Gender bias,Understand,Stay positive
2025/10/23 15:43 pm GMT+5:30,16,Male,Student,Gujarat,Tamil,Not applicable,B.COM,Friendship;Work;Physical,OCD;Depression;Panic,Art,5,5,Family,Guidance,No,Meditate,Better,Meditate,Yes,Positively,Same,Neutral,Neutral,Support,Stay calm
2025/10/30 14:48 pm GMT+5:30,40,Male,Others,Karnataka,Malayalam,Not applicable,NA,Media,Anger;Phobias;Panic,Exercise,8,1,Loneliness,Care,Medication,Exercise,Hope,Talk,Maybe,Neutral,Less effective,Somewhat helpful,Too formal,Human touch,Stay positive
2025/10/05 20:45 pm GMT+5:30,33,Female,Student,Maharashtra,Malayalam,SCHOOL OF ENGINEERING AND TECHNOLOGY,B.SC BIOTECHNOLOGY,Family;Media;Freedom;Academic;Finance,Stress;PTSD;Phobias;Anxiety,Sleep,2,5,Family,Listen,Consulted doctor,Meditate,Normal,Meditate,Yes,Very positively,Same,Not at all helpful,Gender bias,Listen,Stay positive
2025/10/13 22:22 pm GMT+5:30,27,Male,Student,Assam,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,LLM,Health;Physical;Media;Academic;Culture,PTSD;Phobias;OCD;Anxiety;Anger,Friends,3,2,Loneliness,Guidance,No,Talk,Improved,Breath,No,Very positively,Same,Not at all helpful,Neutral,Human touch,Hope
2025/10/28 23:22 pm GMT+5:30,25,Female,Student,Bihar,Assamese,SCHOOL OF BUSINESS,M.SC BIOTECHNOLOGY,Culture;Media;Physical;Love,Bipolar;Loneliness;Depression;Self harm;Stress,Movies,9,5,Family,Space,No,Exercise,Hope,Exercise,No,Neutral,Somewhat effective,Not very helpful,Gender bias,Empathy,Hope
2025/10/12 04:31 pm GMT+5:30,35,Female,Others,Bihar,English,Not applicable,NA,Culture;Physical;Freedom,Self harm;Stress;Phobias,Nature,5,1,Family,Listen,Medication,Exercise,Improved,Sleep,Yes,Very positively,Much more effective,Not at all helpful,Gender bias,Personalcare,Be strong
2025/10/21 07:43 pm GMT+5:30,19,Female,Student,West Bengal,Assamese,SCHOOL OF ENGINEERING AND TECHNOLOGY,M.SC BIOTECHNOLOGY,Discrimination;Family;Physical;Love;Academic,Sleep,Movies,1,3,Family,Care,Medication,Read,Strong,Breath,Maybe,Very negatively,Much more effective,Not very helpful,Too formal,Support,Stay calm
2025/10/09 03:51 pm GMT+5:30,34,Female,Student,Assam,Malayalam,Not applicable,BBA,Work;Physical;Discrimination,Depression;Anxiety;PTSD;Anger;Esteem,Art,5,1,Family,Care,Consulted doctor,Talk,Normal,Exercise,No,Very positively,Much Less effective,Extremely helpful,Stereotype,Human touch,Stay calm
2025/10/13 13:39 pm GMT+5:30,40,Female,Student,Maharashtra,Hindi,SCHOOL OF BASIC AND APPLIED SCIENCES,M.SC BIOTECHNOLOGY,Friendship;Health;Societal;Finance;Work,Anger,Sleep,2,5,Loneliness,Space,No,Sleep,Happy,Cry,Yes,Negatively,Less effective,Not very helpful,None,Human touch,Hope
2025/10/20 04:48 pm GMT+5:30,45,Male,Student,Kerala,Tamil,SCHOOL OF MEDIA AND COMMUNICATION,B.SC FORENSIC SCIENCE,Family;Academic;Work;Physical,Bipolar;OCD,Art,5,2,Finance,Space,Consulted doctor,Exercise,Hope,Ignore,Yes,Very negatively,Less effective,Somewhat helpful,None,Empathy,Stay positive
2025/10/12 21:29 pm GMT+5:30,42,Female,Student,Gujarat,Kannada,SCHOOL OF ENGINEERING AND TECHNOLOGY,MBA,Societal;Family;Work;Physical;Health,OCD,Exercise,2,2,Finance,Help,Consulted doctor,Talk,Strong,Exercise,Maybe,Very negatively,Somewhat effective,Neutral,Too formal,Support,Seek help
2025/10/02 07:29 pm GMT+5:30,45,Male,Student,Tamil Nadu,Odia,SCHOOL OF MEDIA AND COMMUNICATION,MBA,Health;Societal;Friendship,Panic;Anxiety,Art,5,5,Family,Care,No,Read,Better,Meditate,No,Positively,Much Less effective,Extremely helpful,Insensitive,Support,Talk
2025/10/04 13:48 pm GMT+5:30,16,Male,Student,Maharashtra,Malayalam,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,BBA,Work;Physical;Freedom,Depression;Loneliness;Stress;Bipolar;Anxiety,Art,10,2,Finance,Guidance,Consulted doctor,Music,Strong,Meditate,No,Negatively,Somewhat effective,Not at all helpful,None,Understand,Be strong
2025/10/24 22:42 pm GMT+5:30,18,Female,Student,Tamil Nadu,English,SCHOOL OF HEALTH AND MEDICAL SCIENCES,LLM,Health,Bipolar;Esteem;Anxiety;Stress,Art,2,5,Family,Care,Consulted doctor,Talk,Hope,Talk,Maybe,Very negatively,Much Less effective,Not at all helpful,Insensitive,Understand,Seek help
2025/10/10 15:47 pm GMT+5:30,43,Female,Student,Maharashtra,Gujarati,SCHOOL OF LIFE SCIENCE AND BIOTECHNOLOGY,B.SC BIOTECHNOLOGY,Academic;Culture;Discrimination;Societal,OCD;Bipolar;Stress,Pets,2,2,Family,Space,No,Music,Hope,Ignore,Yes,Positively,Same,Not very helpful,Insensitive,Human touch,Hope
2025/10/12 09:18 pm GMT+5:30,36,Male,Others,Maharashtra,Malayalam,Not applicable,NA,Freedom;Culture,Phobias;Bipolar;Stress;Panic,Pets,4,5,Stress,Listen,Medication,Talk,Improved,Cry,Maybe,Positively,Much Less effective,Somewhat helpful,Neutral,Listen,Be strong
2025/10/21 18:45 pm GMT+5:30,45,Male,Student,West Bengal,Punjabi,SCHOOL OF HEALTH AND MEDICAL SCIENCES,BBA,Media;Family;Friendship;Discrimination,Loneliness;Anger;Anxiety,Pets,5,4,Loneliness,Listen,Medication,Talk,Normal,Exercise,Maybe,Negatively,Much more effective,Neutral,Gender bias,Personalcare,Talk
2025/10/03 20:59 pm GMT+5:30,35,Male,Others,Rajasthan,Malayalam,Not applicable,NA,Finance;Culture;Discrimination;Societal;Freedom,Anger;Panic;Depression;PTSD;Esteem,Nature,2,2,Finance,Care,Consulted doctor,Meditate,Hope,Sleep,Yes,Negatively,Much Less effective,Not very helpful,Insensitive,Empathy,Talk
2025/10/15 21:23 pm GMT+5:30,38,Male,Student,Maharashtra,Punjabi,SCHOOL OF BUSINESS,MBA,Media;Culture;Societal;Freedom;Family,Sleep;Bipolar;PTSD;Stress;Loneliness,Meditation,2,5,Academic,Listen,Consulted doctor,Talk,Better,Sleep,No,Positively,Much more effective,Neutral,Neutral,Empathy,Be strong
2025/10/11 17:17 pm GMT+5:30,18,Female,College Student,West Bengal,Bengali,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING,"Family, Negative experiences (bully/harrasment)",Low self esteem/motivation,Escape Hours,8,2,Relationship issues,Just want someone to listen,No,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Negatively,Less effective,Not at all helpful,Sometimes replies felt generic and lacked empathy,More emotional understanding,Small steps matter
2025/10/18 15:56 pm GMT+5:30,22,Male,College Student,Karnataka,Kannada,SCHOOL OF BASIC AND APPLIED SCIENCES,B.SC PSYCHOLOGY,"Sexuality and identity, Unequal freedom in choosing career paths, Physically disabled","Sleep issues, Post traumatic stress disorder",cooking something new,8,3,Relationship issues,Just want someone to listen,Consulted doctor and took help of medication,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,No,Neutral,Less effective,Somewhat helpful,Felt misunderstood during emotional breakdown,More emotional understanding,Every day is a new chance
2025/10/25 03:10 pm GMT+5:30,30,Female,Software Engineer,Maharashtra,Marathi,Not applicable,Not applicable,"Physical appearance, Physically disabled, Double standards in freedom, Family, Negative experiences (bully/harrasment)","Anger, Low self esteem/motivation, Obsessive compulsive disorder (OCD)",watching comedy shows,6,2,Family stress,Just want someone to listen,No,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Negatively,Somewhat effective,Not very helpful,No noticeable bias,Ask follow-up questions,Small steps matter
2025/10/23 14:49 pm GMT+5:30,27,Male,Product Manager,Delhi,Hindi,Not applicable,Not applicable,"Societal culture and discrimination, Unequal freedom in choosing career paths, Financial independence","Stress, Anger, Self harm tendencies",playing with pets,5,5,Relationship issues,Just want someone to listen,Consulted doctor and took help of medication,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Very negatively,Less effective,Neutral,None,Ask follow-up questions,Small steps matter
2025/10/19 21:14 pm GMT+5:30,16,Other,High School Student,Tamil Nadu,Tamil,Not applicable,Not applicable,"Negative experiences (bully/harrasment), Media or social representation, Overthinking/isolation/self-worth struggles","Depression, Self harm tendencies",cooking something new,2,5,Academic pressure,Just want someone to listen,Consulted doctor but didn't take medication help,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Positively,Less effective,Extremely helpful,Felt misunderstood during emotional breakdown,Use softer tone and comforting words,Healing takes time
2025/10/16 10:48 pm GMT+5:30,24,Female,Research Intern,Telangana,Telugu,SCHOOL OF BASIC AND APPLIED SCIENCES,M.SC PSYCHOLOGY,"Work, Health issues, Religious and cultural traditions, Societal culture and discrimination","Sleep issues, Self harm tendencies",listening to calm music,7,4,Relationship issues,Just want someone to listen,Consulted doctor and took help of medication,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,No,Very positively,Somewhat effective,Neutral,No noticeable bias,Use softer tone and comforting words,Healing takes time
2025/10/15 18:34 pm GMT+5:30,19,Male,College Student,Uttar Pradesh,Hindi,SCHOOL OF ENGINEERING AND TECHNOLOGY,B. TECH COMPUTER SCIENCE ENGINEERING (DATA SCIENCE),"Academic, Physically disabled, Love/Relationship, Work, Negative experiences (bully/harrasment)","Anger, Obsessive compulsive disorder (OCD), Anxiety / Panic attacks",playing games,2,4,Academic pressure,Just want someone to listen,No,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Positively,Much more effective,Extremely helpful,No noticeable bias,More emotional understanding,Asking for help is strength
2025/10/22 19:25 pm GMT+5:30,35,Female,Teacher,Punjab,Punjabi,Not applicable,Not applicable,"Family, Media or social representation, Health issues, Religious and cultural traditions, Double standards in freedom","Obsessive compulsive disorder (OCD), Stress",spending time with family,3,2,Family stress,Just want someone to listen,Consulted doctor and took help of medication,"Music, journaling, meditation","Life feels lighter, small progress matters",Deep breathing and grounding exercises,Maybe,Negatively,Much Less effective,Extremely helpful,None,Use softer tone and comforting words,Small steps matter
